Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,Region_Africa,Region_Asia,Region_Central America and Caribbean,Region_European Union,Region_Middle East,Region_North America,Region_Oceania,Region_Rest of Europe,Region_South America
1.6269784336399213,-0.6996540894074555,-0.6718311416135632,-0.7522640013901343,-0.8793415646105139,0.7945742529578114,-0.6617004918589243,1.261475479726385,0.69641438613863,0.6907474010333945,-0.3419977764777223,-0.03159285566199629,0.3067086356349842,0.0076954054607207886,-0.022063661748587645,0.05294134169209838,-0.5104540922371866,0.5104540922371864,76.5,False,False,False,False,True,False,False,False,False
1.6269784336399213,-1.004739110139696,-0.8895044565695956,-1.169370877177961,1.3887883857220225,0.7945742529578114,0.89272297379994,0.44087731532235896,0.69641438613863,0.6907474010333945,-0.33779781407513493,0.8387205187573173,0.07155165940324411,-0.9613276756217515,-0.9724603289965991,0.652121052490192,1.9590400296670403,-1.9590400296670405,82.8,False,False,False,True,False,False,False,False,False
-0.10846522890932808,0.76765958173332,0.560154939941713,0.07681006110749136,-0.8165472691970993,-1.5189786523956355,-2.2697247666784395,-1.7473844564217096,-1.2932748386487567,-1.4339651670349578,-0.3209979644647856,-0.6180621694502553,8.401853805584457,5.010558754305111,5.105657891775567,-0.8300603373787767,-0.5104540922371866,0.5104540922371864,65.4,False,True,False,False,False,False,False,False,False
-0.32539568672798425,0.08848221415083221,-0.05471607343924463,0.26063772127336454,0.21579094739943705,0.5444604253520333,-0.1792932094130699,0.12175580694301602,0.3647995153407323,0.43320648369177606,-0.04380044589402173,-0.4367468831128983,-0.26326673399121525,0.18797876938304114,0.13265207478015845,0.08447711594462981,-0.5104540922371866,0.5104540922371864,67.0,False,False,False,False,False,False,False,False,True
0.9761870601839528,-0.9793153584120093,-0.867063908635984,-1.1689487350606294,-0.4849933894142701,0.7945742529578114,0.6247189279966876,0.8967651844357065,0.4974454636598914,0.4975917130271807,-0.3419977764777223,1.3261456191293721,-0.21079792907319536,-0.8261151526800111,-0.8398468405433882,1.6297300543186612,1.9590400296670403,-1.9590400296670405,81.7,False,False,False,False,True,False,False,False,False
-0.32539568672798425,-0.7468696283303022,-0.7122241278940641,-0.8445608057650832,-0.158463053264514,0.2318181408448108,0.4639165005147361,0.6232324629676974,0.16583059286199361,0.1756655663501576,-0.3083980772570236,-0.14357128657262458,-0.23688577062461305,-0.6458317887576908,-0.663028855939107,0.08447711594462981,-0.5104540922371866,0.5104540922371864,78.2,False,False,True,False,False,False,False,False,False
1.6269784336399213,-0.8630924933711558,-0.7795457716948988,0.267631354083179,0.8135926397351445,0.7945742529578114,1.0535254012818915,0.5320548891450282,0.69641438613863,0.6907474010333945,-0.3419977764777223,-0.13158203473989383,0.7872085711761244,-0.5782255272868206,-0.5746198636369664,1.3774438602984111,-0.5104540922371866,0.5104540922371864,71.2,False,False,False,False,False,False,False,True,False
-1.6269784336399213,-0.7868212381880957,-0.7369087306210368,0.006242695823645664,1.8610014872309006,0.2318181408448108,1.1607270196031925,0.3952885284110236,0.8290603344577893,0.8195178597042038,-0.3419977764777223,-0.1517806757585831,-0.1939434247000884,-0.5782255272868206,-0.5746198636369664,0.8097999237528483,1.9590400296670403,-1.9590400296670405,71.2,False,False,False,True,False,False,False,False,False
-1.4100479758212652,-0.30376995536204826,-0.3778599636832514,-0.5438911706907493,-1.0802833099334408,0.7945742529578114,0.5175173096753866,1.3070642666377186,0.69641438613863,0.8195178597042038,-0.3209979644647856,-0.46261531810174594,-0.23051037114435088,-0.19512337895188975,-0.220983894428404,0.6205852782376609,-0.5104540922371866,0.5104540922371864,71.9,False,False,False,False,True,False,False,False,False
0.10846522890932808,-0.5471115790413353,-0.5641165115322276,0.22286688172365784,0.7281923979729005,0.7945742529578114,0.7855213554786391,0.6688212498790328,0.6300914119790505,0.2400507956855622,-0.19499909238716567,-0.5496112193313638,-0.24773127778643844,-0.4430130043450803,-0.39780187903268516,1.0305503435205674,-0.5104540922371866,0.5104540922371864,68.7,False,False,False,False,False,False,False,True,False
0.9761870601839528,-0.5434796145088087,-0.5775808402923945,-0.36580377292446853,0.5774860889807054,0.7320457960563669,-0.3936964460556719,0.4864661022336944,0.6300914119790505,0.5619769423625853,-0.27479837803632495,-0.14670148532698288,1.191643395676895,-0.4655484248353704,-0.46410862325929064,-0.10473752957055789,-0.5104540922371866,0.5104540922371864,74.2,False,False,False,False,False,False,False,False,True
-0.10846522890932808,-0.8848842805663159,-0.8109625388019551,-1.168361217680838,0.6653981025594858,-0.14335260056385624,-0.0184907819311184,0.9423539713470419,-0.6963680712125406,-0.7901128736809117,-0.3419977764777223,0.4604980126646678,-0.26575826942028324,-0.9387922551314614,-0.9282558328455287,0.7151926009952548,1.9590400296670403,-1.9590400296670405,79.8,False,False,False,True,False,False,False,False,False
0.7592566023652966,-0.6306467632894488,-0.6224619361596178,-0.23251566336243715,1.107469942269925,0.6695173391549224,0.3031140730327846,1.1702979059037157,0.69641438613863,0.7551326303687992,-0.18239920517940367,1.2099148427411248,-0.26612467168926385,-0.5331546863062405,-0.530415367485896,1.0620861177730985,-0.5104540922371866,0.5104540922371864,72.3,False,False,True,False,False,False,False,False,False
-1.193117518002609,-0.583431224366602,-0.5910451690525614,0.6036869433433254,0.5799978607972419,-2.2693201352129697,1.1071262104425421,0.3496997414996898,0.8290603344577893,0.8195178597042038,-0.14459954355611768,-0.5835709227984583,0.08444901927136077,-0.4430130043450803,-0.41990412710822034,0.9044072465104422,-0.5104540922371866,0.5104540922371864,68.3,False,False,False,False,False,False,False,True,False
